Card Name,id*,Franchise,Notes
Mother Gothel - Knows What's Best,mothergothelknowswhatsbest,Tangled,
Toulouse - Artistic Kitten,toulouseartistickitten,The Aristocats,
Jeweled Collar,jeweledcollar,The Aristocats,
Duchess - Elegant Feline,duchesselegantfeline,The Aristocats,
Adelaide Bonfamille - Patron of the Arts,adelaidebonfamillepatronofthearts,The Aristocats,
Roquefort - Lock Expert,roquefortlockexpert,The Aristocats,
Marie - Favored Kitten,mariefavoredkitten,The Aristocats,
Thomas O'Malley - Feline Charmer,thomasomalleyfelinecharmer,The Aristocats,
Berlioz - Mischievous Kitten,berliozmischievouskitten,The Aristocats,
Napoleon - Clever Bloodhound,napoleoncleverbloodhound,The Aristocats,
Lafayette - Sleepy Basset Hound,lafayettesleepybassethound,The Aristocats,
Edgar Balthazar - Ambitious Butler,edgarbalthazarambitiousbutler,The Aristocats,
Royal Guard - Octopus Soldier,royalguardoctopussoldier,The Emperor's New Groove,
Yzma - Transformed Kitten,yzmatransformedkitten,The Emperor's New Groove,
Tipo - Junior Chipmunk,tipojuniorchipmunk,The Emperor's New Groove,
Yzma - Exasperated Schemer,yzmaexasperatedschemer,The Emperor's New Groove,
Pull the Lever!,pullthelever,The Emperor's New Groove,
Bucky - Nutty Rascal,buckynuttyrascal,The Emperor's New Groove,
Wrong Lever!,wronglever,The Emperor's New Groove,
Pacha - Trekmate,pachatrekmate,The Emperor's New Groove,
Kuzco - Bored Royal,kuzcoboredroyal,The Emperor's New Groove,
Kuzco - Panicked Llama,kuzcopanickedllama,The Emperor's New Groove,
Chaca - Junior Chipmunk,chacajuniorchipmunk,The Emperor's New Groove,
Kuzco - Temporary Whale,kuzcotemporarywhale,The Emperor's New Groove,
Kronk - Laid Back,kronklaidback,The Emperor's New Groove,
Yzma - On Edge,yzmaonedge,The Emperor's New Groove,
Kuzco - Impulsive Llama,kuzcoimpulsivellama,The Emperor's New Groove,
Yzma - Above It All,yzmaaboveitall,The Emperor's New Groove,
Toby - Dogged Companion,tobydoggedcompanion,The Great Mouse Detective,
Dawson - Puzzling Sleuth,dawsonpuzzlingsleuth,The Great Mouse Detective,
Fidget - Sneaky Bat,fidgetsneakybat,The Great Mouse Detective,
Ratigan - Nefarious Criminal,ratigannefariouscriminal,The Great Mouse Detective,
The Mouse Queen - Ruler of Mousedom,themousequeenrulerofmousedom,The Great Mouse Detective,
Basil - Secret Informer,basilsecretinformer,The Great Mouse Detective,
Basil - Undercover Detective,basilundercoverdetective,The Great Mouse Detective,
Ratigan - Greedy Genius,ratigangreedygenius,The Great Mouse Detective,
Akela - Wolf Pack Elder,akelawolfpackelder,Jungle Book,
Kaa - Hypnotizing Python,kaahypnotizingpython,Jungle Book,
Shere Khan - Infamous Tiger,sherekhaninfamoustiger,Jungle Book,
Bagheera - Guardian Jaguar,bagheeraguardianjaguar,Jungle Book,
Baloo - Ol' Iron Paws,balooolironpaws,Jungle Book,
Pouncing Practice,pouncingpractice,The Lion King,
Mufasa - Respected King,mufasarespectedking,The Lion King,
Mufasa - Among the Stars,mufasaamongthestars,The Lion King,
It Means No Worries,itmeansnoworries,The Lion King,
Charlotte La Bouff - Mardi Gras Princess,charlottelabouffmardigrasprincess,The Princess and the Frog,
Trials and Tribulations,trialsandtribulations,The Princess and the Frog,
Louis - Endearing Alligator,louisendearingalligator,The Princess and the Frog,
Tiana - Natural Talent,tiananaturaltalent,The Princess and the Frog,
Down in New Orleans,downinneworleans,The Princess and the Frog,
Nero - Fearsome Crocodile,nerofearsomecrocodile,The Rescuers,
Devil's Eye Diamond,devilseyediamond,The Rescuers,
Bernard - Over-Prepared,bernardoverprepared,The Rescuers,
Penny the Orphan - Clever Child,pennytheorphancleverchild,The Rescuers,
Madame Medusa - Deceiving Partner,madamemedusadeceivingpartner,The Rescuers,
Mr. Snoops - Betrayed Partner,mrsnoopsbetrayedpartner,The Rescuers,
Orville - Albatross Air,orvillealbatrossair,The Rescuers,
Madame Medusa - Diamond Lover,madamemedusadiamondlover,The Rescuers,
Brutus - Fearsome Crocodile,brutusfearsomecrocodile,The Rescuers,
Heads Held High,headsheldhigh,The Rescuers,
Miss Bianca - Unwavering Agent,missbiancaunwaveringagent,The Rescuers,
Merlin - Clever Clairvoyant,merlincleverclairvoyant,The Sword in the Stone,
Archimedes - Exceptional Owl,archimedesexceptionalowl,The Sword in the Stone,
Sir Kay - Unruly Knight,sirkayunrulyknight,The Sword in the Stone,
Madam Mim - Up to No Good,madammimuptonogood,The Sword in the Stone,
Archimedes - Resourceful Owl,archimedesresourcefulowl,The Sword in the Stone,
Sir Pellinore - Seasoned Knight,sirpellinoreseasonedknight,The Sword in the Stone,
Arthur - Determined Squire,arthurdeterminedsquire,The Sword in the Stone,
Madam Mim - Rhino,madammimrhino,The Sword in the Stone,
Madam Mim - Cheating Spellcaster,madammimcheatingspellcaster,The Sword in the Stone,
John Silver - Vengeful Pirate,johnsilvervengefulpirate,Treasure Planet,
Nathaniel Flint - Notorious Pirate,nathanielflintnotoriouspirate,Treasure Planet,
Grewnge - Cannon Expert,grewngecannonexpert,Treasure Planet,
Gene - Niceland Resident,genenicelandresident,Wreck-It Ralph,
Candy Drift,candydrift,Wreck-It Ralph,
Candlehead - Dedicated Racer,candleheaddedicatedracer,Wreck-It Ralph,
Vanellope Von Schweetz - Spunky Speedster,vanellopevonschweetzspunkyspeedster,Wreck-It Ralph,
Cy-bug - Invasive Enemy,cybuginvasiveenemy,Wreck-It Ralph,
King Candy - Sugar Rush Nightmare,kingcandysugarrushnightmare,Wreck-It Ralph,
Calhoun - Battle-Tested,calhounbattletested,Wreck-It Ralph,
Gloyd Orangeboar - Fierce Competitor,gloydorangeboarfiercecompetitor,Wreck-It Ralph,
Wreck-It Ralph - Back Seat Driver,wreckitralphbackseatdriver,Wreck-It Ralph,
King Candy - Royal Racer,kingcandyroyalracer,Wreck-It Ralph,
"Fix-it Felix, Jr. - Pint-Sized Hero",fixitfelixjrpintsizedhero,Wreck-It Ralph,
Calhoun - Hard-Nosed Leader,calhounhardnosedleader,Wreck-It Ralph,
Calhoun - Courageous Rescuer,calhouncourageousrescuer,Wreck-It Ralph,
Wreck-It Ralph - Hero's Duty,wreckitralphherosduty,Wreck-It Ralph,
Wreck-It Ralph - Big Lug,wreckitralphbiglug,Wreck-It Ralph,
Out Of Order,outoforder,Wreck-It Ralph,
Chief Bogo - Commanding Officer,chiefbogocommandingofficer,Zootopia,
Clawhauser - Front Desk Officer,clawhauserfrontdeskofficer,Zootopia,
